Title,Link,Image URL,Original Price,Discounted Price,Weight,Dimensions,Brand,Bowling Ball Coverstock Type,Bowling Ball Cover Name,Bowling Ball Core Name,Bowling Ball Core Shape,Radius of Gyration: RG (15LB),Differential: Diff (15LB),Mass Bias Strength,Flare Potential,Surface Finish,Scent,Ball Lane Conditions,Ball Performance Level,Bowling Ball Color,Ball Weight,Release Date,B.M.W
OTB Moon Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-moon-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_moon-20210913142505-606.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Hearts Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-hearts-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_hearts-20210913141741-181.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Matrix II Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-matrix-ii-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_matrix_II-20210913142032-166.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Under The Sea Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-under-the-sea-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_1310.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Biohazard Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-biohazard-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_biohazard-20210913141631-679.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Matrix III Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-matrix-iii-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_matrix_III-20210913142307-501.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Peace Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-peace-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_peace-20210913142532-660.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Endless Journey Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-endless-journey-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_endless_journey-20210913141715-692.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Stop Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-stop-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_stop-20210913142915-628.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Matrix I Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-matrix-i-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_matrix_I-20210913141910-260.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Spirit Of Forest Bowling Ball by Houk,https://www.bowlersmart.com/product/otb-spirit-of-forest-bowling-ball-by-houk/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_spirit_of_forest-20210913142836-402.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Lava Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-lava-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_lava_1-20210929141619-327.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Nuclear Fission Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-nuclear-fission-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_nuclear_fission2-20210929141154-385.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Watchman Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-the-watchman-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_watchman-20210929141521-246.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Silencia Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-silencia-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_silencia-20210929141306-300.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Explosive Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-explosive-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_explosive_1-20210929140921-856.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Sunflower Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-sunflower-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_sunflower_2-20210929141349-102.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Blues Brothers Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-blues-brothers-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_blues_bros_1-20210929140633-404.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Coming Undone Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-coming-undone-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_coming_undone_2-20210929140830-294.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Roots Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-roots-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_roots_1-20210929141105-384.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Mobius Strip Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-mobius-strip-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_mobius_strip-20210929141432-332.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Red Zone Bowling Ball by Stan Ragets,https://www.bowlersmart.com/product/otb-red-zone-bowling-ball-by-stan-ragets/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_redzone-20210929141709-107.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Sparkly Fairy Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-sparkly-fairy-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_sparkley_fairy_1-20210817170438-912.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Virgo Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-virgo-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_virgo_1___2-20210817170004-230.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Pisces Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-pisces-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_pisces_1-20210817165612-740.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Libra Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-libra-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_libra_1-20210817165534-264.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Taurus I Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-taurus-i-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_taurus2_1-20210817165845-201.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Sagittarius Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-sagittarius-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_sagitarius_blue_1-20210817165649-264.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Scorpio Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-scorpio-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_scorpio_black_1-20210817165803-158.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB My Spare Ball Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-my-spare-ball-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_my_spare_ball_1-20210817170626-212.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB My Seven Pin Ball Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-my-seven-pin-ball-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_my_7_pin_ball_1-20210817170517-252.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB My Ten Pin Ball Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-my-ten-pin-ball-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_my_ten_pin_ball_1-20210817170554-844.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Fire & Ice Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-fire-ice-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_fire_and_ice_1-20210817170207-728.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Unicorn Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-unicorn-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_unicorn_1-20210817170329-977.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Paint Yourself Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-paint-yourself-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_paint_yourself_1-20210817170042-789.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Aries Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-aries-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_aries_1-20210817165125-216.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Mermaid Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-mermaid-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_mermaid_1-20210817170259-926.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Capricorn Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-capricorn-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_capricorn_1-20210817165312-778.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Cancer Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-cancer-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_cancer_1___2-20210817165222-230.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Leo Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-leo-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_leo_1-20210817165501-122.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Gemini Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-gemini-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_gemini_1___2-20210817165409-124.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Target 10 Pin Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-target-10-pin-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_Target_10_pin_web-20220323075528-450.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Aquarius Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-aquarius-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_aquarius_1-20210817165046-822.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Target 7 Pin Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-target-7-pin-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_Target_7_pin_F-20220323075754-994.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Taurus II Bowling Ball by Kelleigh Williams,https://www.bowlersmart.com/product/otb-taurus-ii-bowling-ball-by-kelleigh-williams/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_taurus_1-20210817165923-794.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Big Lebowski Walter Bowling Ball,https://www.bowlersmart.com/product/otb-the-big-lebowski-walter-bowling-ball/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_walter-20210729154630-466.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Big Lebowski Abide Bowling Ball,https://www.bowlersmart.com/product/otb-the-big-lebowski-abide-bowling-ball/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_abide-20210729154338-244.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Big Lebowski Purple Jesus Bowling Ball,https://www.bowlersmart.com/product/otb-the-big-lebowski-purple-jesus-bowling-ball/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_jesus-20210729154541-111.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Big Lebowski The Dude Bowling Ball,https://www.bowlersmart.com/product/otb-the-big-lebowski-the-dude-bowling-ball/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_dude-20210729154414-134.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB The Big Lebowski Maude Bowling Ball,https://www.bowlersmart.com/product/otb-the-big-lebowski-maude-bowling-ball/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_maude-20210729154454-293.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Wolf Trio Night Forest Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-wolf-trio-night-forest-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_wolves_1-20210729153657-561.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Hell Rider Skeleton Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-hell-rider-skeleton-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_hellrider_1-20210729153418-303.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Mermaid Hidden Depths Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-mermaid-hidden-depths-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_mermaid_1_2-20210729153727-247.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Aracnafaria Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-aracnafaria-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_spider_woman_ball_side_2-20210728120516-911.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Rock God Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-rock-god-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_rockgod_1-20210729153617-432.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
OTB Dragonkin Dragons Lair Bowling Ball By Anne Stokes,https://www.bowlersmart.com/product/otb-dragonkin-dragons-lair-bowling-ball-by-anne-stokes/,https://www.bowlersmart.com/wp-content/uploads/2022/08/F_dragon_front-20210729153312-735.jpg?w=300&h=300&crop=1,$180.00,$159.95,15 lbs,,"KR Strikeforce,OnTheBallBowling",Plastic,,,Symmetrical Core,,,,,,,Dry,Entry Level Novice Bowling Balls,,"8LB,10LB,12LB,14LB,15LB",,
